Order ID,Product ID,Product Category,Quantity,Unit Price,Total Price,Order Date,Customer ID,Payment Type,Order Status
873ff350-854d-4bd8-aebf-6cc5e1a6d3b7,26ab320e-62f2-4203-be68-f8740085d796,Sports & Outdoors,4,154.050509,616.202036,02/08/2023,292fe8cf-4d60-437b-8488-4c225e84d48d,Credit Card,Completed
7cb2641e-ea6b-4faf-a7ab-24992d5573fa,8c0d7ba9-1e6b-412a-8359-97d964ad19e5,Home & Kitchen,5,275.5399077,1377.699538,03/09/2023,a026178d-e3ed-4d45-a49c-8336479b2114,PayPal,Refunded
94e0de8a-419d-46e1-9e7c-65c730b89c65,5d65b6c7-1894-4207-b7e3-b53cc2d5e5e3,Beauty & Health,3,56.41009812,169.2302944,06/12/2023,808e8010-1552-42dd-a9c5-eacd4fde3283,Debit Card,Cancelled
88cc8ccf-f018-46ac-ba3b-f36b5cf4e429,b3f6c6a5-d3cb-49a4-b53b-3996be815c28,Books,2,176.4109058,352.8218116,22/07/2023,6184896b-4fb2-4ae0-9851-65033dae1319,PayPal,Pending
eb520575-720e-456e-9dc5-c2c3bb887bfc,fed52dbf-49c6-4128-8b18-c36e50184a04,Electronics,3,409.8921437,1229.676431,08/04/2023,24689017-68fc-42ba-8ae6-f0ad7155e0d6,Credit Card,Cancelled
9208a712-e102-4f97-a0e0-345ffc6744cb,1a2e7ec3-4117-487d-9a7c-6793e93a46e8,Home & Kitchen,2,369.0590086,738.1180172,03/07/2023,f172dd53-ebd6-49cd-8545-3853788e142b,PayPal,Cancelled
ada3eefe-8782-4af1-b248-e4aa81a32cf0,25e1a2fe-fca6-4b43-9658-3ee89a5be3a8,Clothing,2,291.94364,583.88728,10/03/2023,eeafe5a1-d9be-4edc-9881-8b60f5eca86d,Credit Card,Pending
56866a60-0db6-4e10-9d19-9fbe6ecec552,b7c8000e-79f8-41c6-b689-d9a02fd651fa,Clothing,2,222.6082529,445.2165058,20/12/2023,8f06c738-60f9-48ff-9279-25d12da8f9b7,Credit Card,Refunded
1e0c36b0-1c2b-4ad5-a479-b0ea24fb4824,bf8cc408-2a84-476f-bba8-900c9da435eb,Sports & Outdoors,5,263.0393715,1315.196857,21/10/2023,d4ca907b-f84a-460c-9a4d-7819b166dffc,PayPal,Refunded
83747baf-e907-4db6-952d-2d8f8fa8f801,0af4a42d-7c59-4d37-8c7a-c22392574b73,Sports & Outdoors,4,116.0724429,464.2897717,19/02/2023,fec4616d-5ebc-4351-8509-430bdf9c37c4,PayPal,Refunded
46c4e6a1-2cae-445c-928f-c1cee095e578,78c2ea23-7a36-49d6-8116-ae4d3be453eb,Sports & Outdoors,2,168.6412511,337.2825022,05/12/2023,ad136301-f250-4188-983f-569e3f06a2e2,PayPal,Pending
32fa48f8-32d5-42b1-8d70-4dfd376807a0,20ddbbf2-8904-47c3-adf1-faf540956291,Clothing,3,444.6629569,1333.988871,07/08/2023,27c25d39-7088-46a2-8a83-5522b2da82c5,Debit Card,Refunded
b80f6f1d-8052-44a1-9e30-35fd58f6a77a,a9a3910b-76da-44a7-a7a8-c68d8088bcdd,Sports & Outdoors,1,134.8628158,134.8628158,17/05/2023,c1fd1416-d468-4cb2-8edb-da436fc8caa4,Credit Card,Completed
b2d24e95-17a3-4d0b-8058-b9e001a3e5c1,1935ec82-0dbc-4056-96ce-3e9aa610b66c,Electronics,3,42.20547529,126.6164259,03/04/2023,39617a0f-cace-41d7-86ac-96a2a64cd528,Gift Card,Cancelled
53725951-ab70-48ac-aaf2-a8a7632afd02,f5ccb3c6-2b12-4325-ab2b-9646bfe26d4a,Sports & Outdoors,2,351.3924842,702.7849684,12/05/2023,383ba317-d8f0-4467-ae95-cc27d08661ea,Credit Card,Refunded
542d294e-4363-4dcb-99d4-5caa30e5c9c3,33a72e34-6a7e-4003-b8f4-0dc18082d193,Clothing,4,315.4892613,1261.957045,24/05/2023,f3ac55a5-33e7-4cd1-985f-d312d4f303bf,PayPal,Completed
10ac85f0-7dfb-427c-ad48-d806a9d03aec,91f34197-85e8-4176-a0ac-76ece8c6cee2,Books,1,108.9677499,108.9677499,07/03/2023,6414d972-776c-4000-aac9-d29eed1b5602,PayPal,Cancelled
b859120e-64e9-425e-99f3-d9bec6b99fb8,c1fe9334-83aa-419a-a338-84cf8650f4ca,Home & Kitchen,4,82.33650342,329.3460137,10/03/2023,49a6c4e4-b7f8-48b8-aa07-e88f93952e6f,PayPal,Pending
5baa9049-d059-4356-a0b3-642e55c84678,d657c80d-1c6f-4076-94ce-623baf755375,Electronics,5,180.2003286,901.0016428,22/05/2023,63108c5d-0abb-42db-834f-42e66c2f2e1b,Debit Card,Pending
7493ca62-ef6b-42b4-ae50-59f279c1e0a2,2210049f-18e5-496b-b3e1-622485ac8043,Clothing,3,433.2336695,1299.701009,11/06/2023,2ce2271d-423f-4fc7-9b22-c433e90acdf0,Credit Card,Completed
a35b2d5f-9b7d-46be-9cd0-d65752ad8c8b,37343169-7805-471d-a415-684becc73054,Books,1,417.3878492,417.3878492,22/04/2023,16b3a153-a3d6-4531-b771-01e01fbcdbf0,Debit Card,Completed
2d4f214e-02ea-48d0-8347-f4ea7029798c,49a91543-2207-49a9-9e98-360d1892557a,Beauty & Health,1,35.43989837,35.43989837,12/01/2023,15432b94-de22-4dcb-879e-6c63d476a085,Debit Card,Cancelled
9b5cf603-3c7f-4283-b602-fe41920fb5c0,46559337-e8c6-4e34-845b-0feb43eed173,Home & Kitchen,1,112.2039777,112.2039777,21/02/2023,73807826-8a4c-4271-b898-c27b47a9440b,Gift Card,Refunded
187c575d-20de-4c47-8b73-dd0261190b92,e2e0a612-1e56-4da7-852a-a66c9652d306,Clothing,3,135.382676,406.1480281,26/01/2023,6c8314e0-9415-41e1-b609-1abafaeadbf2,PayPal,Completed
c0f2ef36-114d-4862-815c-c8c63f10ba5c,dc6db32b-68ef-4885-bbb1-e5dac27f618a,Sports & Outdoors,5,274.6379938,1373.189969,11/08/2023,3a8fe7ff-3683-4fc8-b77d-09a70714901c,PayPal,Refunded
3ec631ce-fa82-4f22-ad99-43ec72dee857,ec6cf0da-dfd1-4f3e-ad64-ff74d3d2e057,Clothing,4,287.4647254,1149.858902,05/09/2023,a19e5b44-3753-42fd-9ef4-8c25e90dcc05,Credit Card,Completed
7ae89600-1979-4879-be3c-fc6ee5a490bf,ff43c2d5-cdd5-4c11-8d93-8d0e3cb2344a,Clothing,3,488.2033441,1464.610032,20/01/2023,367343ed-6f08-445c-88a5-b4d6d05a18fd,PayPal,Cancelled
1a035a7d-c8dc-406f-8e56-73fe725edc9b,5f350171-1c2c-4282-bf19-28b6d8f56e4a,Books,2,338.0023073,676.0046146,15/07/2023,7d4951f0-e568-44a7-bbe0-fbae35b18da5,Gift Card,Pending
6e94576a-3994-413c-b829-0fb7ce092ea5,ba058077-36d0-486f-bd25-fd8ce27bc8c8,Sports & Outdoors,4,108.5153291,434.0613163,03/03/2023,f5ec0e9f-c2af-4be8-9dd9-db9fb68babf8,Credit Card,Refunded
7b16ddcb-e572-4cda-8454-3bd4df02da49,2f0ad09f-cc53-4798-b853-b06f2a36f59d,Clothing,4,314.5981383,1258.392553,19/01/2023,e75e4f8e-cc1c-4ce4-a77d-8e3ea05facc6,Credit Card,Completed
672ae50a-dade-4ea4-8e87-333ffe6e6188,830e02d0-9892-46c9-8bd6-6471ec1d2ea4,Books,3,396.7016364,1190.104909,25/12/2023,0a1383bf-a95c-49f9-87c2-b5423c7e0c01,Credit Card,Completed
895641b6-c67d-4d4c-bcdf-11c68cc159ca,ff8972d9-1f2a-495d-80e5-0bdb368b30b8,Beauty & Health,5,91.95179922,459.7589961,13/11/2023,0f648ac9-6db1-4771-842b-cd682c704eaf,Gift Card,Cancelled
dacf8514-011e-483c-b266-e26b01e157fc,ca5bdf6a-0394-4684-8fbf-ff7685353708,Beauty & Health,2,490.5613688,981.1227376,11/12/2023,0db938ae-5e63-45c3-99a9-2f79037b16bb,Gift Card,Refunded
9778c7f6-7ddd-4517-91c4-61222a760dd5,6767fc84-0bee-44e8-b3c1-bf392e4cd0a4,Electronics,5,77.67796792,388.3898396,06/01/2023,2e9f0601-95ee-4286-b1d8-296d09cd6c6c,Debit Card,Pending
cc7c52e5-abe0-4ac6-96c6-cd07ae83a092,df060b4e-40f0-4f68-a679-a68e4255db75,Clothing,3,246.8371747,740.5115241,29/08/2023,72b934bd-11fb-49e6-90c5-c00bb05c6631,Credit Card,Refunded
063271d1-9286-4a40-85da-19da446fd585,a13a51b0-de66-4184-a37a-7272474ddf14,Books,4,394.4774073,1577.909629,31/05/2023,571a3eda-2e9e-4d0b-806f-5d790dc3e716,Gift Card,Pending
9789ef75-7c78-4244-a8c1-26482f5a9263,3a01a8b5-c3fb-4895-9557-0af94a79ea19,Beauty & Health,2,430.47137,860.94274,12/09/2023,8ffab66b-51d9-47a2-8880-d3a213e3f02a,PayPal,Completed
4e148995-00a5-47fd-b8e4-80f35eb3d174,f2691d6e-510e-49c8-a4d9-6af35f5060ac,Electronics,1,88.83488435,88.83488435,13/05/2023,9a9d4bf3-1e5e-47a6-a0ff-9cb8fed3754e,Credit Card,Pending
48986d0a-1e8d-45ff-8ba8-0fb2439f79fa,b5aea8ae-cdad-428a-8eb0-52b46dacd3ec,Sports & Outdoors,2,24.24198587,48.48397174,07/12/2023,2c63b50c-6787-4c75-90ac-9026e3ecc0a9,Debit Card,Refunded
57a536cd-8346-439e-b65d-0aa49b855923,60b37081-79b8-47eb-8576-5c990db3213c,Beauty & Health,5,494.8557756,2474.278878,28/12/2023,d9e5c32d-bc98-46f6-9eaa-662b8c51db7c,PayPal,Refunded
c9a5ed38-f706-4521-bbf6-f236d163b184,3a8948b7-d5b4-4ea1-83b0-43f99dde69b5,Sports & Outdoors,4,178.2460128,712.9840514,05/02/2023,25901d74-68b0-4de5-b084-c2d71959aa7e,Gift Card,Completed
6c285796-c19b-43cc-a6c8-ae36a8ca1778,e812571b-1894-439a-824c-a88cd560fecb,Books,3,377.9652957,1133.895887,23/07/2023,c491d5ff-fb79-46d4-9674-011d418f6679,Credit Card,Pending
c7b91b38-5ef4-4e62-a43b-0ad30c9a2c8a,e02b1aa5-30a2-4211-ad1c-d6bc57b80439,Beauty & Health,5,187.4364344,937.182172,30/03/2023,69db864d-b2ab-4dd1-9b16-d277545a040b,Gift Card,Completed
2f414637-e7ef-490f-a3f8-d0a0bbf6ff66,76065bf6-1566-4c86-8634-aa931e06bfb0,Electronics,2,100.8740816,201.7481632,21/11/2023,cbdd3313-8696-4f5c-b4e8-682d3d58d13c,Gift Card,Pending
